K,array_key,bank,basis_index,method,response_norm,seed,semantic_direction
1,FISHR__13__u006__K1__clean_task,clean_task,-1,FISHR,0.03571729734539986,13,source_color_contrast
5,FISHR__13__u006__K5__source,source,-1,FISHR,2.4143624305725098,13,source_color_contrast
5,FISHR__13__u006__K5__counterfactual_red,counterfactual_red,-1,FISHR,2.0594260692596436,13,source_color_contrast
5,FISHR__13__u006__K5__counterfactual_green,counterfactual_green,-1,FISHR,2.198707103729248,13,source_color_contrast
5,FISHR__13__u006__K5__clean_task,clean_task,-1,FISHR,0.4303300380706787,13,source_color_contrast
20,FISHR__13__u006__K20__source,source,-1,FISHR,18.85959243774414,13,source_color_contrast
20,FISHR__13__u006__K20__counterfactual_red,counterfactual_red,-1,FISHR,15.764760971069336,13,source_color_contrast
20,FISHR__13__u006__K20__counterfactual_green,counterfactual_green,-1,FISHR,16.949127197265625,13,source_color_contrast
20,FISHR__13__u006__K20__clean_task,clean_task,-1,FISHR,3.3042266368865967,13,source_color_contrast
1,FISHR__13__u007__K1__source,source,-1,FISHR,0.007186575792729855,13,color_global
1,FISHR__13__u007__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.006229504477232695,13,color_global
1,FISHR__13__u007__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.005946913734078407,13,color_global
1,FISHR__13__u007__K1__clean_task,clean_task,-1,FISHR,0.0011706009972840548,13,color_global
5,FISHR__13__u007__K5__source,source,-1,FISHR,0.09614722430706024,13,color_global
5,FISHR__13__u007__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.07821721583604813,13,color_global
5,FISHR__13__u007__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.08702405542135239,13,color_global
5,FISHR__13__u007__K5__clean_task,clean_task,-1,FISHR,0.016467159613966942,13,color_global
20,FISHR__13__u007__K20__source,source,-1,FISHR,0.5741419792175293,13,color_global
20,FISHR__13__u007__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.4887556731700897,13,color_global
20,FISHR__13__u007__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.4883177578449249,13,color_global
20,FISHR__13__u007__K20__clean_task,clean_task,-1,FISHR,0.09970042109489441,13,color_global
1,FISHR__13__u008__K1__source,source,-1,FISHR,0.007186575792729855,13,color_shift
1,FISHR__13__u008__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.006229504477232695,13,color_shift
1,FISHR__13__u008__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.005946913734078407,13,color_shift
1,FISHR__13__u008__K1__clean_task,clean_task,-1,FISHR,0.0011706009972840548,13,color_shift
5,FISHR__13__u008__K5__source,source,-1,FISHR,0.09614722430706024,13,color_shift
5,FISHR__13__u008__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.07821721583604813,13,color_shift
5,FISHR__13__u008__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.08702405542135239,13,color_shift
5,FISHR__13__u008__K5__clean_task,clean_task,-1,FISHR,0.016467159613966942,13,color_shift
20,FISHR__13__u008__K20__source,source,-1,FISHR,0.5741419792175293,13,color_shift
20,FISHR__13__u008__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.4887556731700897,13,color_shift
20,FISHR__13__u008__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.4883177578449249,13,color_shift
20,FISHR__13__u008__K20__clean_task,clean_task,-1,FISHR,0.09970042109489441,13,color_shift
1,FISHR__13__u009__K1__source,source,-1,FISHR,0.007154874503612518,13,noise_global
1,FISHR__13__u009__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.0031398823484778404,13,noise_global
1,FISHR__13__u009__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.00703412014991045,13,noise_global
1,FISHR__13__u009__K1__clean_task,clean_task,-1,FISHR,0.002351106610149145,13,noise_global
5,FISHR__13__u009__K5__source,source,-1,FISHR,0.09683042764663696,13,noise_global
5,FISHR__13__u009__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.05008342117071152,13,noise_global
5,FISHR__13__u009__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.0890197902917862,13,noise_global
5,FISHR__13__u009__K5__clean_task,clean_task,-1,FISHR,0.02388855442404747,13,noise_global
20,FISHR__13__u009__K20__source,source,-1,FISHR,0.7060457468032837,13,noise_global
20,FISHR__13__u009__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.36122530698776245,13,noise_global
20,FISHR__13__u009__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.6374157667160034,13,noise_global
20,FISHR__13__u009__K20__clean_task,clean_task,-1,FISHR,0.17862966656684875,13,noise_global
1,FISHR__13__u010__K1__source,source,-1,FISHR,0.007154874503612518,13,noise_shift
1,FISHR__13__u010__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.0031398823484778404,13,noise_shift
1,FISHR__13__u010__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.00703412014991045,13,noise_shift
1,FISHR__13__u010__K1__clean_task,clean_task,-1,FISHR,0.002351106610149145,13,noise_shift
5,FISHR__13__u010__K5__source,source,-1,FISHR,0.09683042764663696,13,noise_shift
5,FISHR__13__u010__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.05008342117071152,13,noise_shift
5,FISHR__13__u010__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.0890197902917862,13,noise_shift
5,FISHR__13__u010__K5__clean_task,clean_task,-1,FISHR,0.02388855442404747,13,noise_shift
20,FISHR__13__u010__K20__source,source,-1,FISHR,0.7060457468032837,13,noise_shift
20,FISHR__13__u010__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.36122530698776245,13,noise_shift
20,FISHR__13__u010__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.6374157667160034,13,noise_shift
20,FISHR__13__u010__K20__clean_task,clean_task,-1,FISHR,0.17862966656684875,13,noise_shift
1,CORAL__13__u000__K1__source,source,0,CORAL,14.527071952819824,13,source_env0_color
1,CORAL__13__u000__K1__counterfactual_red,counterfactual_red,0,CORAL,16.35803985595703,13,source_env0_color
1,CORAL__13__u000__K1__counterfactual_green,counterfactual_green,0,CORAL,12.525871276855469,13,source_env0_color
1,CORAL__13__u000__K1__clean_task,clean_task,0,CORAL,1.6872693300247192,13,source_env0_color
5,CORAL__13__u000__K5__source,source,0,CORAL,123.70944213867188,13,source_env0_color
5,CORAL__13__u000__K5__counterfactual_red,counterfactual_red,0,CORAL,124.92518615722656,13,source_env0_color
5,CORAL__13__u000__K5__counterfactual_green,counterfactual_green,0,CORAL,119.71692657470703,13,source_env0_color
5,CORAL__13__u000__K5__clean_task,clean_task,0,CORAL,6.74717903137207,13,source_env0_color
20,CORAL__13__u000__K20__source,source,0,CORAL,106.15986633300781,13,source_env0_color
20,CORAL__13__u000__K20__counterfactual_red,counterfactual_red,0,CORAL,106.65306091308594,13,source_env0_color
20,CORAL__13__u000__K20__counterfactual_green,counterfactual_green,0,CORAL,98.173583984375,13,source_env0_color
20,CORAL__13__u000__K20__clean_task,clean_task,0,CORAL,10.665538787841797,13,source_env0_color
1,CORAL__13__u001__K1__source,source,1,CORAL,15.03896713256836,13,source_env1_color
1,CORAL__13__u001__K1__counterfactual_red,counterfactual_red,1,CORAL,16.825523376464844,13,source_env1_color
1,CORAL__13__u001__K1__counterfactual_green,counterfactual_green,1,CORAL,13.107702255249023,13,source_env1_color
1,CORAL__13__u001__K1__clean_task,clean_task,1,CORAL,1.8413891792297363,13,source_env1_color
5,CORAL__13__u001__K5__source,source,1,CORAL,125.51016998291016,13,source_env1_color
5,CORAL__13__u001__K5__counterfactual_red,counterfactual_red,1,CORAL,128.43370056152344,13,source_env1_color
5,CORAL__13__u001__K5__counterfactual_green,counterfactual_green,1,CORAL,119.66960906982422,13,source_env1_color
5,CORAL__13__u001__K5__clean_task,clean_task,1,CORAL,7.2339887619018555,13,source_env1_color
20,CORAL__13__u001__K20__source,source,1,CORAL,107.529541015625,13,source_env1_color
20,CORAL__13__u001__K20__counterfactual_red,counterfactual_red,1,CORAL,109.19486236572266,13,source_env1_color
20,CORAL__13__u001__K20__counterfactual_green,counterfactual_green,1,CORAL,99.76598358154297,13,source_env1_color
20,CORAL__13__u001__K20__clean_task,clean_task,1,CORAL,12.773258209228516,13,source_env1_color
1,CORAL__13__u002__K1__source,source,2,CORAL,0.0,13,evaluation_color
1,CORAL__13__u002__K1__counterfactual_red,counterfactual_red,2,CORAL,0.0,13,evaluation_color
1,CORAL__13__u002__K1__counterfactual_green,counterfactual_green,2,CORAL,0.0,13,evaluation_color
1,CORAL__13__u002__K1__clean_task,clean_task,2,CORAL,0.0,13,evaluation_color
5,CORAL__13__u002__K5__source,source,2,CORAL,0.0,13,evaluation_color
5,CORAL__13__u002__K5__counterfactual_red,counterfactual_red,2,CORAL,0.0,13,evaluation_color
5,CORAL__13__u002__K5__counterfactual_green,counterfactual_green,2,CORAL,0.0,13,evaluation_color
5,CORAL__13__u002__K5__clean_task,clean_task,2,CORAL,0.0,13,evaluation_color
20,CORAL__13__u002__K20__source,source,2,CORAL,0.0,13,evaluation_color
20,CORAL__13__u002__K20__counterfactual_red,counterfactual_red,2,CORAL,0.0,13,evaluation_color
20,CORAL__13__u002__K20__counterfactual_green,counterfactual_green,2,CORAL,0.0,13,evaluation_color
20,CORAL__13__u002__K20__clean_task,clean_task,2,CORAL,0.0,13,evaluation_color
1,CORAL__13__u003__K1__source,source,3,CORAL,4.096568584442139,13,source_label_noise
1,CORAL__13__u003__K1__counterfactual_red,counterfactual_red,3,CORAL,6.852612495422363,13,source_label_noise
1,CORAL__13__u003__K1__counterfactual_green,counterfactual_green,3,CORAL,3.176406145095825,13,source_label_noise
1,CORAL__13__u003__K1__clean_task,clean_task,3,CORAL,1.9029395580291748,13,source_label_noise
5,CORAL__13__u003__K5__source,source,3,CORAL,26.87751007080078,13,source_label_noise
5,CORAL__13__u003__K5__counterfactual_red,counterfactual_red,3,CORAL,47.135643005371094,13,source_label_noise
5,CORAL__13__u003__K5__counterfactual_green,counterfactual_green,3,CORAL,36.670265197753906,13,source_label_noise
5,CORAL__13__u003__K5__clean_task,clean_task,3,CORAL,16.550294876098633,13,source_label_noise
20,CORAL__13__u003__K20__source,source,3,CORAL,79.72784423828125,13,source_label_noise
20,CORAL__13__u003__K20__counterfactual_red,counterfactual_red,3,CORAL,82.52941131591797,13,source_label_noise
20,CORAL__13__u003__K20__counterfactual_green,counterfactual_green,3,CORAL,87.73124694824219,13,source_label_noise
20,CORAL__13__u003__K20__clean_task,clean_task,3,CORAL,77.1826400756836,13,source_label_noise
1,CORAL__13__u004__K1__source,source,4,CORAL,0.0,13,evaluation_label_noise
1,CORAL__13__u004__K1__counterfactual_red,counterfactual_red,4,CORAL,0.0,13,evaluation_label_noise
1,CORAL__13__u004__K1__counterfactual_green,counterfactual_green,4,CORAL,0.0,13,evaluation_label_noise
1,CORAL__13__u004__K1__clean_task,clean_task,4,CORAL,0.0,13,evaluation_label_noise
5,CORAL__13__u004__K5__source,source,4,CORAL,0.0,13,evaluation_label_noise
5,CORAL__13__u004__K5__counterfactual_red,counterfactual_red,4,CORAL,0.0,13,evaluation_label_noise
5,CORAL__13__u004__K5__counterfactual_green,counterfactual_green,4,CORAL,0.0,13,evaluation_label_noise
5,CORAL__13__u004__K5__clean_task,clean_task,4,CORAL,0.0,13,evaluation_label_noise
20,CORAL__13__u004__K20__source,source,4,CORAL,0.0,13,evaluation_label_noise
20,CORAL__13__u004__K20__counterfactual_red,counterfactual_red,4,CORAL,0.0,13,evaluation_label_noise
20,CORAL__13__u004__K20__counterfactual_green,counterfactual_green,4,CORAL,0.0,13,evaluation_label_noise
20,CORAL__13__u004__K20__clean_task,clean_task,4,CORAL,0.0,13,evaluation_label_noise
1,CORAL__13__u005__K1__source,source,-1,CORAL,20.90498161315918,13,source_color_common
1,CORAL__13__u005__K1__counterfactual_red,counterfactual_red,-1,CORAL,23.462594985961914,13,source_color_common
1,CORAL__13__u005__K1__counterfactual_green,counterfactual_green,-1,CORAL,18.123842239379883,13,source_color_common
1,CORAL__13__u005__K1__clean_task,clean_task,-1,CORAL,2.492453098297119,13,source_color_common
5,CORAL__13__u005__K5__source,source,-1,CORAL,176.21743774414062,13,source_color_common
5,CORAL__13__u005__K5__counterfactual_red,counterfactual_red,-1,CORAL,179.147705078125,13,source_color_common
5,CORAL__13__u005__K5__counterfactual_green,counterfactual_green,-1,CORAL,169.2562255859375,13,source_color_common
5,CORAL__13__u005__K5__clean_task,clean_task,-1,CORAL,9.666755676269531,13,source_color_common
20,CORAL__13__u005__K20__source,source,-1,CORAL,151.05825805664062,13,source_color_common
20,CORAL__13__u005__K20__counterfactual_red,counterfactual_red,-1,CORAL,152.57391357421875,13,source_color_common
20,CORAL__13__u005__K20__counterfactual_green,counterfactual_green,-1,CORAL,139.9061737060547,13,source_color_common
20,CORAL__13__u005__K20__clean_task,clean_task,-1,CORAL,16.339542388916016,13,source_color_common
1,CORAL__13__u006__K1__source,source,-1,CORAL,0.43372756242752075,13,source_color_contrast
1,CORAL__13__u006__K1__counterfactual_red,counterfactual_red,-1,CORAL,0.4361744523048401,13,source_color_contrast
1,CORAL__13__u006__K1__counterfactual_green,counterfactual_green,-1,CORAL,0.4854660928249359,13,source_color_contrast
1,CORAL__13__u006__K1__clean_task,clean_task,-1,CORAL,0.15896311402320862,13,source_color_contrast
5,CORAL__13__u006__K5__source,source,-1,CORAL,2.0596964359283447,13,source_color_contrast
5,CORAL__13__u006__K5__counterfactual_red,counterfactual_red,-1,CORAL,2.7607789039611816,13,source_color_contrast
5,CORAL__13__u006__K5__counterfactual_green,counterfactual_green,-1,CORAL,2.299276113510132,13,source_color_contrast
5,CORAL__13__u006__K5__clean_task,clean_task,-1,CORAL,2.0997276306152344,13,source_color_contrast
20,CORAL__13__u006__K20__source,source,-1,CORAL,3.731300115585327,13,source_color_contrast
20,CORAL__13__u006__K20__counterfactual_red,counterfactual_red,-1,CORAL,4.426291465759277,13,source_color_contrast
20,CORAL__13__u006__K20__counterfactual_green,counterfactual_green,-1,CORAL,4.191183090209961,13,source_color_contrast
20,CORAL__13__u006__K20__clean_task,clean_task,-1,CORAL,3.1510636806488037,13,source_color_contrast
1,CORAL__13__u007__K1__source,source,-1,CORAL,14.78205394744873,13,color_global
1,CORAL__13__u007__K1__counterfactual_red,counterfactual_red,-1,CORAL,16.590560913085938,13,color_global
1,CORAL__13__u007__K1__counterfactual_green,counterfactual_green,-1,CORAL,12.815491676330566,13,color_global
1,CORAL__13__u007__K1__clean_task,clean_task,-1,CORAL,1.7624305486679077,13,color_global
5,CORAL__13__u007__K5__source,source,-1,CORAL,124.60454559326172,13,color_global
5,CORAL__13__u007__K5__counterfactual_red,counterfactual_red,-1,CORAL,126.67655181884766,13,color_global
5,CORAL__13__u007__K5__counterfactual_green,counterfactual_green,-1,CORAL,119.6822280883789,13,color_global
5,CORAL__13__u007__K5__clean_task,clean_task,-1,CORAL,6.835428714752197,13,color_global
20,CORAL__13__u007__K20__source,source,-1,CORAL,106.81431579589844,13,color_global
20,CORAL__13__u007__K20__counterfactual_red,counterfactual_red,-1,CORAL,107.88605499267578,13,color_global
20,CORAL__13__u007__K20__counterfactual_green,counterfactual_green,-1,CORAL,98.92860412597656,13,color_global
20,CORAL__13__u007__K20__clean_task,clean_task,-1,CORAL,11.553801536560059,13,color_global
1,CORAL__13__u008__K1__source,source,-1,CORAL,14.78205394744873,13,color_shift
1,CORAL__13__u008__K1__counterfactual_red,counterfactual_red,-1,CORAL,16.590560913085938,13,color_shift
1,CORAL__13__u008__K1__counterfactual_green,counterfactual_green,-1,CORAL,12.815491676330566,13,color_shift
1,CORAL__13__u008__K1__clean_task,clean_task,-1,CORAL,1.7624305486679077,13,color_shift
5,CORAL__13__u008__K5__source,source,-1,CORAL,124.60454559326172,13,color_shift
5,CORAL__13__u008__K5__counterfactual_red,counterfactual_red,-1,CORAL,126.67655181884766,13,color_shift
5,CORAL__13__u008__K5__counterfactual_green,counterfactual_green,-1,CORAL,119.6822280883789,13,color_shift
5,CORAL__13__u008__K5__clean_task,clean_task,-1,CORAL,6.835428714752197,13,color_shift
20,CORAL__13__u008__K20__source,source,-1,CORAL,106.81431579589844,13,color_shift
20,CORAL__13__u008__K20__counterfactual_red,counterfactual_red,-1,CORAL,107.88605499267578,13,color_shift
20,CORAL__13__u008__K20__counterfactual_green,counterfactual_green,-1,CORAL,98.92860412597656,13,color_shift
20,CORAL__13__u008__K20__clean_task,clean_task,-1,CORAL,11.553801536560059,13,color_shift
1,CORAL__13__u009__K1__source,source,-1,CORAL,2.8967111110687256,13,noise_global
1,CORAL__13__u009__K1__counterfactual_red,counterfactual_red,-1,CORAL,4.845528602600098,13,noise_global
1,CORAL__13__u009__K1__counterfactual_green,counterfactual_green,-1,CORAL,2.246058225631714,13,noise_global
1,CORAL__13__u009__K1__clean_task,clean_task,-1,CORAL,1.3455815315246582,13,noise_global
5,CORAL__13__u009__K5__source,source,-1,CORAL,19.005268096923828,13,noise_global
5,CORAL__13__u009__K5__counterfactual_red,counterfactual_red,-1,CORAL,33.32992935180664,13,noise_global
5,CORAL__13__u009__K5__counterfactual_green,counterfactual_green,-1,CORAL,25.929792404174805,13,noise_global
5,CORAL__13__u009__K5__clean_task,clean_task,-1,CORAL,11.702825546264648,13,noise_global
20,CORAL__13__u009__K20__source,source,-1,CORAL,56.3760986328125,13,noise_global
20,CORAL__13__u009__K20__counterfactual_red,counterfactual_red,-1,CORAL,58.35710525512695,13,noise_global
20,CORAL__13__u009__K20__counterfactual_green,counterfactual_green,-1,CORAL,62.03535842895508,13,noise_global
20,CORAL__13__u009__K20__clean_task,clean_task,-1,CORAL,54.57636642456055,13,noise_global
1,CORAL__13__u010__K1__source,source,-1,CORAL,2.8967111110687256,13,noise_shift
1,CORAL__13__u010__K1__counterfactual_red,counterfactual_red,-1,CORAL,4.845528602600098,13,noise_shift
1,CORAL__13__u010__K1__counterfactual_green,counterfactual_green,-1,CORAL,2.246058225631714,13,noise_shift
1,CORAL__13__u010__K1__clean_task,clean_task,-1,CORAL,1.3455815315246582,13,noise_shift
5,CORAL__13__u010__K5__source,source,-1,CORAL,19.005268096923828,13,noise_shift
5,CORAL__13__u010__K5__counterfactual_red,counterfactual_red,-1,CORAL,33.32992935180664,13,noise_shift
5,CORAL__13__u010__K5__counterfactual_green,counterfactual_green,-1,CORAL,25.929792404174805,13,noise_shift
5,CORAL__13__u010__K5__clean_task,clean_task,-1,CORAL,11.702825546264648,13,noise_shift
20,CORAL__13__u010__K20__source,source,-1,CORAL,56.3760986328125,13,noise_shift
20,CORAL__13__u010__K20__counterfactual_red,counterfactual_red,-1,CORAL,58.35710525512695,13,noise_shift
20,CORAL__13__u010__K20__counterfactual_green,counterfactual_green,-1,CORAL,62.03535842895508,13,noise_shift
20,CORAL__13__u010__K20__clean_task,clean_task,-1,CORAL,54.57636642456055,13,noise_shift
1,ERM__14__u000__K1__source,source,0,ERM,13.676324844360352,14,source_env0_color
1,ERM__14__u000__K1__counterfactual_red,counterfactual_red,0,ERM,15.51133918762207,14,source_env0_color
1,ERM__14__u000__K1__counterfactual_green,counterfactual_green,0,ERM,9.790771484375,14,source_env0_color
1,ERM__14__u000__K1__clean_task,clean_task,0,ERM,3.191075086593628,14,source_env0_color
5,ERM__14__u000__K5__source,source,0,ERM,112.0301284790039,14,source_env0_color
5,ERM__14__u000__K5__counterfactual_red,counterfactual_red,0,ERM,116.1756820678711,14,source_env0_color
5,ERM__14__u000__K5__counterfactual_green,counterfactual_green,0,ERM,96.78186798095703,14,source_env0_color
5,ERM__14__u000__K5__clean_task,clean_task,0,ERM,15.85161018371582,14,source_env0_color
20,ERM__14__u000__K20__source,source,0,ERM,79.7341079711914,14,source_env0_color
20,ERM__14__u000__K20__counterfactual_red,counterfactual_red,0,ERM,90.99442291259766,14,source_env0_color
20,ERM__14__u000__K20__counterfactual_green,counterfactual_green,0,ERM,64.92852783203125,14,source_env0_color
20,ERM__14__u000__K20__clean_task,clean_task,0,ERM,22.55376434326172,14,source_env0_color
1,ERM__14__u001__K1__source,source,1,ERM,13.547866821289062,14,source_env1_color
1,ERM__14__u001__K1__counterfactual_red,counterfactual_red,1,ERM,15.707247734069824,14,source_env1_color
1,ERM__14__u001__K1__counterfactual_green,counterfactual_green,1,ERM,9.200471878051758,14,source_env1_color
1,ERM__14__u001__K1__clean_task,clean_task,1,ERM,3.5751869678497314,14,source_env1_color
5,ERM__14__u001__K5__source,source,1,ERM,111.73700714111328,14,source_env1_color
5,ERM__14__u001__K5__counterfactual_red,counterfactual_red,1,ERM,115.5365982055664,14,source_env1_color
5,ERM__14__u001__K5__counterfactual_green,counterfactual_green,1,ERM,97.17420196533203,14,source_env1_color
5,ERM__14__u001__K5__clean_task,clean_task,1,ERM,15.23049259185791,14,source_env1_color
20,ERM__14__u001__K20__source,source,1,ERM,81.6026840209961,14,source_env1_color
20,ERM__14__u001__K20__counterfactual_red,counterfactual_red,1,ERM,92.73013305664062,14,source_env1_color
20,ERM__14__u001__K20__counterfactual_green,counterfactual_green,1,ERM,64.2535171508789,14,source_env1_color
20,ERM__14__u001__K20__clean_task,clean_task,1,ERM,27.072275161743164,14,source_env1_color
1,ERM__14__u002__K1__source,source,2,ERM,0.0,14,evaluation_color
1,ERM__14__u002__K1__counterfactual_red,counterfactual_red,2,ERM,0.0,14,evaluation_color
1,ERM__14__u002__K1__counterfactual_green,counterfactual_green,2,ERM,0.0,14,evaluation_color
1,ERM__14__u002__K1__clean_task,clean_task,2,ERM,0.0,14,evaluation_color
5,ERM__14__u002__K5__source,source,2,ERM,0.0,14,evaluation_color
5,ERM__14__u002__K5__counterfactual_red,counterfactual_red,2,ERM,0.0,14,evaluation_color
5,ERM__14__u002__K5__counterfactual_green,counterfactual_green,2,ERM,0.0,14,evaluation_color
5,ERM__14__u002__K5__clean_task,clean_task,2,ERM,0.0,14,evaluation_color
20,ERM__14__u002__K20__source,source,2,ERM,0.0,14,evaluation_color
20,ERM__14__u002__K20__counterfactual_red,counterfactual_red,2,ERM,0.0,14,evaluation_color
20,ERM__14__u002__K20__counterfactual_green,counterfactual_green,2,ERM,0.0,14,evaluation_color
20,ERM__14__u002__K20__clean_task,clean_task,2,ERM,0.0,14,evaluation_color
1,ERM__14__u003__K1__source,source,3,ERM,3.683612823486328,14,source_label_noise
1,ERM__14__u003__K1__counterfactual_red,counterfactual_red,3,ERM,6.117931842803955,14,source_label_noise
1,ERM__14__u003__K1__counterfactual_green,counterfactual_green,3,ERM,1.9097400903701782,14,source_label_noise
1,ERM__14__u003__K1__clean_task,clean_task,3,ERM,2.5572779178619385,14,source_label_noise
5,ERM__14__u003__K5__source,source,3,ERM,24.55339813232422,14,source_label_noise
5,ERM__14__u003__K5__counterfactual_red,counterfactual_red,3,ERM,46.11524200439453,14,source_label_noise
5,ERM__14__u003__K5__counterfactual_green,counterfactual_green,3,ERM,21.850692749023438,14,source_label_noise
5,ERM__14__u003__K5__clean_task,clean_task,3,ERM,19.657459259033203,14,source_label_noise
20,ERM__14__u003__K20__source,source,3,ERM,96.36396789550781,14,source_label_noise
20,ERM__14__u003__K20__counterfactual_red,counterfactual_red,3,ERM,89.36509704589844,14,source_label_noise
20,ERM__14__u003__K20__counterfactual_green,counterfactual_green,3,ERM,88.4473876953125,14,source_label_noise
20,ERM__14__u003__K20__clean_task,clean_task,3,ERM,76.35335540771484,14,source_label_noise
1,ERM__14__u004__K1__source,source,4,ERM,0.0,14,evaluation_label_noise
1,ERM__14__u004__K1__counterfactual_red,counterfactual_red,4,ERM,0.0,14,evaluation_label_noise
1,ERM__14__u004__K1__counterfactual_green,counterfactual_green,4,ERM,0.0,14,evaluation_label_noise
1,ERM__14__u004__K1__clean_task,clean_task,4,ERM,0.0,14,evaluation_label_noise
5,ERM__14__u004__K5__source,source,4,ERM,0.0,14,evaluation_label_noise
5,ERM__14__u004__K5__counterfactual_red,counterfactual_red,4,ERM,0.0,14,evaluation_label_noise
5,ERM__14__u004__K5__counterfactual_green,counterfactual_green,4,ERM,0.0,14,evaluation_label_noise
5,ERM__14__u004__K5__clean_task,clean_task,4,ERM,0.0,14,evaluation_label_noise
20,ERM__14__u004__K20__source,source,4,ERM,0.0,14,evaluation_label_noise
20,ERM__14__u004__K20__counterfactual_red,counterfactual_red,4,ERM,0.0,14,evaluation_label_noise
20,ERM__14__u004__K20__counterfactual_green,counterfactual_green,4,ERM,0.0,14,evaluation_label_noise
20,ERM__14__u004__K20__clean_task,clean_task,4,ERM,0.0,14,evaluation_label_noise
1,ERM__14__u005__K1__source,source,-1,ERM,19.247093200683594,14,source_color_common
1,ERM__14__u005__K1__counterfactual_red,counterfactual_red,-1,ERM,22.073806762695312,14,source_color_common
1,ERM__14__u005__K1__counterfactual_green,counterfactual_green,-1,ERM,13.4280424118042,14,source_color_common
1,ERM__14__u005__K1__clean_task,clean_task,-1,ERM,4.78253173828125,14,source_color_common
5,ERM__14__u005__K5__source,source,-1,ERM,158.21853637695312,14,source_color_common
5,ERM__14__u005__K5__counterfactual_red,counterfactual_red,-1,ERM,163.82757568359375,14,source_color_common
5,ERM__14__u005__K5__counterfactual_green,counterfactual_green,-1,ERM,137.14108276367188,14,source_color_common
5,ERM__14__u005__K5__clean_task,clean_task,-1,ERM,21.966360092163086,14,source_color_common
20,ERM__14__u005__K20__source,source,-1,ERM,114.01348114013672,14,source_color_common
20,ERM__14__u005__K20__counterfactual_red,counterfactual_red,-1,ERM,129.86337280273438,14,source_color_common
20,ERM__14__u005__K20__counterfactual_green,counterfactual_green,-1,ERM,91.23440551757812,14,source_color_common
20,ERM__14__u005__K20__clean_task,clean_task,-1,ERM,35.02853012084961,14,source_color_common
1,ERM__14__u006__K1__source,source,-1,ERM,0.36866915225982666,14,source_color_contrast
1,ERM__14__u006__K1__counterfactual_red,counterfactual_red,-1,ERM,0.2574571669101715,14,source_color_contrast
1,ERM__14__u006__K1__counterfactual_green,counterfactual_green,-1,ERM,0.442247211933136,14,source_color_contrast
1,ERM__14__u006__K1__clean_task,clean_task,-1,ERM,0.3038323223590851,14,source_color_contrast
5,ERM__14__u006__K5__source,source,-1,ERM,1.6733678579330444,14,source_color_contrast
5,ERM__14__u006__K5__counterfactual_red,counterfactual_red,-1,ERM,2.453388214111328,14,source_color_contrast
5,ERM__14__u006__K5__counterfactual_green,counterfactual_green,-1,ERM,1.37062406539917,14,source_color_contrast
5,ERM__14__u006__K5__clean_task,clean_task,-1,ERM,0.8488460183143616,14,source_color_contrast
20,ERM__14__u006__K20__source,source,-1,ERM,4.177664756774902,14,source_color_contrast
20,ERM__14__u006__K20__counterfactual_red,counterfactual_red,-1,ERM,3.7899022102355957,14,source_color_contrast
20,ERM__14__u006__K20__counterfactual_green,counterfactual_green,-1,ERM,4.528903961181641,14,source_color_contrast
20,ERM__14__u006__K20__clean_task,clean_task,-1,ERM,3.8186898231506348,14,source_color_contrast
1,ERM__14__u007__K1__source,source,-1,ERM,13.60975170135498,14,color_global
1,ERM__14__u007__K1__counterfactual_red,counterfactual_red,-1,ERM,15.608539581298828,14,color_global
1,ERM__14__u007__K1__counterfactual_green,counterfactual_green,-1,ERM,9.495059967041016,14,color_global
1,ERM__14__u007__K1__clean_task,clean_task,-1,ERM,3.381760597229004,14,color_global
5,ERM__14__u007__K5__source,source,-1,ERM,111.87740325927734,14,color_global
5,ERM__14__u007__K5__counterfactual_red,counterfactual_red,-1,ERM,115.84358978271484,14,color_global
5,ERM__14__u007__K5__counterfactual_green,counterfactual_green,-1,ERM,96.97339630126953,14,color_global
5,ERM__14__u007__K5__clean_task,clean_task,-1,ERM,15.532561302185059,14,color_global
20,ERM__14__u007__K20__source,source,-1,ERM,80.61970520019531,14,color_global
